text,label
Lecture interesting tha aur samajh bhi aaya?? 😕,positive
Notes aur explanation dono helpful the honestly,positive
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Mujhe lecture bilkul samajh nahi aaya... 😐,negative
Mujhe lecture bilkul samajh nahi aaya but thoda aur practice chahiye,negative
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Mujhe lecture bilkul samajh nahi aaya?!,negative
Lecture confusing tha!!,negative
Class borinng thi!,negative
Aaj ka lecture bahut informative tha,positive
Lecture normal tha kuch special nahi,neutral
Mujhe lecture bilkul samajh nahi aaya aur thoda detail me hona chahiye tha,negative
Class acha thi par thodi borinng bhi...,neutral
Concept samajh aaya par pace fast tha?? 😕,neutral
Teacher ne topic properly explain nahi kiya!! 🙂,negative
Session okay tha according to me,neutral
Kal ki class acchaa thi!! 🙂,positive
Class ka environment bahut achha tha but slides achi thi,positive
Concept samajh aaya par pace fast tha.,neutral
Lecture normal tha kuch special nahi...,neutral
Class theek thi bas thoda lamba tha but thoda slow hona chahiye tha,neutral
Class ka pace bhot fast tha?? 🙂,negative
Mujhe lecture bilkul samajh nahi aaya overall,negative
Mujhe lecture bilkul samajh nahi aaya but examples ache the,negative
Mujhe lecture bilkul samajh nahi aaya!,negative
Session okay tha according to me,neutral
Session okay tha but thoda slow hona chahiye tha,neutral
Aaj ka lecture bahut informative tha?? 😕,positive
Class borring thi! 😕,negative
Class theek thi bas thoda lamba tha aur thoda detail me hona chahiye tha,neutral
Lecture normal tha kuch special nahi!,neutral
Class achaah thi par thodi borring bhi!!,neutral
Lecture confusing tha!!,negative
Lecture time waste jaisa laga overall,negative
Lecture theek tha but aur examples ho sakte the...,neutral
Lecture confusing tha,negative
Topic theek tha but aur clarity chahiye thi,neutral
Class achi thi par thodi boring bhi overall,neutral
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Class achi thi par thodi boring bhi but thoda slow hona chahiye tha,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Class average thi,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Class ka environment accha tha 😕,positive
Kal ki class achaa thi!,positive
Class ka environment bahut achha tha but thoda slow hona chahiye tha,positive
Class theek thi bas thoda lamba tha but examples ache the,neutral
Lecture interesting tha aur samajh bhi aaya...,positive
Lecture normal tha kuch special nahi?!,neutral
Class achaa thi par thodi borinng bhi!! 😐,neutral
Lecture confusing tha!,negative
Mujhe lecture bilkul samajh nahi aaya... 😡,negative
Mujhe lecture bilkul samajh nahi aaya.,negative
Lecture theek tha but aur examples ho sakte the,neutral
Sir ka teaching style gud hai,positive
Class average thi!! 😡,neutral
Aaj ka lecture bohut informative tha?!,positive
Class ka pace bohut fast tha!,negative
Sir ka teaching style bahut accha hai overall,positive
Class achi thi par thodi boring bhi according to me,neutral
Class ka environment achha tha!!,positive
Class achaa thi par thodi borin bhi.,neutral
Teacher ne topic properly explain nahi kiya,negative
Class borinng thi?!,negative
Class average thi... 🙂,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Concept samajh aaya par pace fast tha but thoda slow hona chahiye tha,neutral
Lecture normal tha kuch special nahi.,neutral
Mujhe lecture bilkul samajh nahi aaya. 😡,negative
Lecture normal tha kuch special nahi?!,neutral
Class ka environment achha tha,positive
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Sir ka teaching style good hai,positive
Teacher ne topic properly explain nahi kiya overall,negative
Teacher ne topic properly explain nahi kiya...,negative
Lecture confusing tha! 🙂,negative
Teacher ne concept bahut clearly samjhaya honestly,positive
Teacher ne topic properly explain nahi kiya!!,negative
Notes aur explanation dono helpful the overall,positive
Lecture time waste jaisa laga but thoda aur practice chahiye,negative
Teacher ne concept bahut clearly samjhaya honestly,positive
Class ka environment acha tha??,positive
Aaj ka lecture bohut informative tha??,positive
Lecture theek tha but aur examples ho sakte the!!,neutral
Discussion session kaafi useful tha but slides achi thi,positive
Kal ki class achha thi??,positive
Lecture time waste jaisa laga but slides achi thi,negative
Lecture interesting tha aur samajh bhi aaya but examples ache the,positive
Notes aur explanation dono helpful the according to me,positive
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Topic theek tha but aur clarity chahiye thi aur thoda detail me hona chahiye tha,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Content theek tha par delivery slow thi but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the,neutral
Class me interest nahi aaya but examples ache the,negative
Class ka pace bhot fast tha. 🙂,negative
Topic bahut poorly explain hua but thoda slow hona chahiye tha,negative
Lecture time waste jaisa laga,negative
Class ka environment achha tha,positive
Notes aur explanation dono helpful the honestly,positive
Kal ki class achaah thi...,positive
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Teacher ne topic properly explain nahi kiya?!,negative
Class theek thi bas thoda lamba tha but thoda aur practice chahiye,neutral
Class average thi!!,neutral
Class engaging thi aur boring nahi thi but thoda aur practice chahiye,positive
Lecture theek tha but aur examples ho sakte the?!,neutral
Class ka pace bahut fast tha aur thoda detail me hona chahiye tha,negative
Mujhe lecture bilkul samajh nahi aaya but thoda aur practice chahiye,negative
Class average thi but thoda slow hona chahiye tha,neutral
Class average thi according to me,neutral
Teacher ne topic properly explain nahi kiya!,negative
Topic theek tha but aur clarity chahiye thi but examples ache the,neutral
Class achha thi par thodi boring bhi?!,neutral
Class average thi.,neutral
Class theek thi bas thoda lamba tha but examples ache the,neutral
Topic bahut poorly explain hua but thoda aur practice chahiye,negative
Mujhe lecture bilkul samajh nahi aaya according to me,negative
Class borring thi?!,negative
Class ka environment acha tha,positive
Sir ka teaching style gud hai,positive
Concept samajh aaya par pace fast tha!! 😐,neutral
Class borinng thi...,negative
Teacher ka explanation weak tha but thoda slow hona chahiye tha,negative
Kal ki class achha thi.,positive
Kal ki class acchaa thi,positive
Class me interest nahi aaya aur thoda detail me hona chahiye tha,negative
Lecture time waste jaisa laga but thoda slow hona chahiye tha,negative
Class me interest nahi aaya but slides achi thi,negative
Class ka environment achaa tha!!,positive
Lecture normal tha kuch special nahi but thoda aur practice chahiye,neutral
Teacher ne concept bohut clearly samjhaya... 😕,positive
Topic theek tha but aur clarity chahiye thi overall,neutral
Examples clear nahi the but slides achi thi,negative
Examples clear nahi the,negative
Teacher ka explanation weak tha but slides achi thi,negative
Class average thi. 🙂,neutral
Class accha thi par thodi borinng bhi...,neutral
Class average thi but examples ache the,neutral
Teacher ne concept bhot clearly samjhaya!!,positive
Lecture confusing tha... 😕,negative
Lecture confusing tha overall,negative
Class acchaa thi par thodi borin bhi 😐,neutral
Lecture time waste jaisa laga overall,negative
Teacher ne topic properly explain nahi kiya but slides achi thi,negative
Discussion session kaafi useful tha according to me,positive
Class borinng thi,negative
Concept samajh aaya par pace fast tha but thoda slow hona chahiye tha,neutral
Lecture normal tha kuch special nahi according to me,neutral
Class ka pace bohot fast tha. 😕,negative
Aaj ka lecture bahut informative tha but thoda slow hona chahiye tha,positive
Lecture normal tha kuch special nahi!! 🙂,neutral
Lecture interesting tha aur samajh bhi aaya!!,positive
Class theek thi bas thoda lamba tha honestly,neutral
Class boring thi!!,negative
Class borin thi!,negative
Teacher ne concept bahuut clearly samjhaya 😐,positive
Mujhe lecture bilkul samajh nahi aaya but examples ache the,negative
Class ka environment achaa tha!!,positive
Lecture theek tha but aur examples ho sakte the,neutral
Lecture normal tha kuch special nahi 😡,neutral
Class borinng thi...,negative
Mujhe lecture bilkul samajh nahi aaya!!,negative
Class theek thi bas thoda lamba tha,neutral
Class ka environment bahut achha tha but slides achi thi,positive
Kal ki class acchaa thi.,positive
Sir ka teaching style gud hai?!,positive
Lecture normal tha kuch special nahi??,neutral
Concept samajh aaya par pace fast tha! 😡,neutral
Lecture confusing tha,negative
Aaj ka lecture bohot informative tha??,positive
Lecture confusing tha!,negative
Kal ki class bohot achi thi but thoda aur practice chahiye,positive
Teacher ne topic properly explain nahi kiya??,negative
Topic bahut ache se cover kiya gaya according to me,positive
Teacher ne concept bohot clearly samjhaya?!,positive
Class average thi?!,neutral
Class borring thi!!,negative
Class ka environment achha tha...,positive
Teacher ne concept bhot clearly samjhaya... 🙂,positive
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Lecture confusing tha,negative
Teacher ne topic properly explain nahi kiya...,negative
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Class me interest nahi aaya but slides achi thi,negative
Class ka environment acchaa tha,positive
Concept samajh aaya par pace fast tha!!,neutral
Kal ki class achaa thi.,positive
Class ka pace bhot fast tha 😡,negative
Class me interest nahi aaya but slides achi thi,negative
Teacher ne topic properly explain nahi kiya!,negative
Class boring thi! 🙂,negative
Session okay tha honestly,neutral
Lecture interesting tha aur samajh bhi aaya! 😐,positive
Examples clear nahi the but thoda aur practice chahiye,negative
Class achaah thi par thodi boring bhi.,neutral
Lecture normal tha kuch special nahi but thoda aur practice chahiye,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Lecture interesting tha aur samajh bhi aaya but slides achi thi,positive
Class average thi but slides achi thi,neutral
Sir ka teaching style bahut accha hai but thoda aur practice chahiye,positive
Concept samajh aaya par pace fast tha!,neutral
Lecture confusing tha??,negative
Kal ki class bohot achi thi but slides achi thi,positive
Class average thi?? 🙂,neutral
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Lecture confusing tha overall,negative
Concept samajh aaya par pace fast tha!,neutral
Aaj ka lecture bahot informative tha!,positive
Teacher ne concept bahut clearly samjhaya according to me,positive
Teacher ne topic properly explain nahi kiya?!,negative
Topic bahut ache se cover kiya gaya overall,positive
Teacher ne concept bahut clearly samjhaya according to me,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Class ka pace bahot fast tha 😡,negative
Lecture normal tha kuch special nahi! 😕,neutral
Mujhe lecture bilkul samajh nahi aaya??,negative
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Class bohot boring thi but thoda slow hona chahiye tha,negative
Lecture manageable tha but thoda aur practice chahiye,neutral
Aaj ka lecture bahut informative tha?! 😕,positive
Lecture interesting tha aur samajh bhi aaya...,positive
Class achi thi par thodi boring bhi but slides achi thi,neutral
Session okay tha honestly,neutral
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya.,negative
Lecture confusing tha but examples ache the,negative
Lecture theek tha but aur examples ho sakte the?!,neutral
Sir ka teaching style bahut accha hai but slides achi thi,positive
Kal ki class bohot achi thi but examples ache the,positive
Class boring thi!!,negative
Teacher ne topic properly explain nahi kiya,negative
Lecture confusing tha aur thoda detail me hona chahiye tha,negative
Lecture theek tha but aur examples ho sakte the...,neutral
Teacher ne topic properly explain nahi kiya?!,negative
Notes aur explanation dono helpful the but thoda aur practice chahiye,positive
