processed_text,label,lda_text,tokens,dominant_topic
kal_EN class_EN accha_POS thi_EN,positive,kal class accha thi,"['kal', 'class', 'accha', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
kal_EN class_EN acha_POS thi_EN,positive,kal class acha thi,"['kal', 'class', 'acha', 'thi']",3
kal_EN class_EN achha_POS thi_EN,positive,kal class achha thi,"['kal', 'class', 'achha', 'thi']",3
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN overall_EN,neutral,class theek thi bas thoda lamba tha overall,"['class', 'theek', 'thi', 'bas', 'thoda', 'lamba', 'tha', 'overall']",3
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN honestly_EN,neutral,concept samajh aaya par pace fast tha honestly,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'honestly']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
kal_EN class_EN bhot_HI achi_HI thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,kal class bhot achi thi aur thoda detail me hona chahiye tha,"['kal', 'class', 'bhot', 'achi', 'thi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahut clearly samjhaya,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya']",0
teacher_EN ne_HI concept_EN bohut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bohut clearly samjhaya,"['teacher', 'concept', 'bohut', 'clearly', 'samjhaya']",0
lecture_EN time_EN waste_EN jaisa_HI laga_HI honestly_EN,negative,lecture time waste jaisa laga honestly,"['lecture', 'time', 'waste', 'jaisa', 'laga', 'honestly']",0
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI slides_EN achi_HI thi_EN,negative,lecture bilkul samajh nahi aaya slides achi thi,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'slides', 'achi', 'thi']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI honestly_EN,negative,teacher ne topic properly explain nahi kiya honestly,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'honestly']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
class_EN environment_EN acha_POS tha_EN,positive,class environment acha tha,"['class', 'environment', 'acha', 'tha']",4
session_EN okay_EN tha_EN,neutral,session okay tha,"['session', 'okay', 'tha']",3
aaj_HI lecture_EN bohut_HI informative_EN tha_EN,positive,aaj lecture bohut informative tha,"['aaj', 'lecture', 'bohut', 'informative', 'tha']",2
kal_EN class_EN acha_POS thi_EN,positive,kal class acha thi,"['kal', 'class', 'acha', 'thi']",3
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,class pace bhot fast tha,"['class', 'pace', 'bhot', 'fast', 'tha']",4
lecture_EN confusing_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,lecture confusing tha aur thoda detail me hona chahiye tha,"['lecture', 'confusing', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral,content theek tha par delivery slow thi thoda aur practice chahiye,"['content', 'theek', 'tha', 'par', 'delivery', 'slow', 'thi', 'thoda', 'aur', 'practice', 'chahiye']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
kal_EN class_EN achha_POS thi_EN,positive,kal class achha thi,"['kal', 'class', 'achha', 'thi']",3
class_EN me_HI interest_EN nahi_HI aaya_HI overall_EN,negative,class me interest nahi aaya overall,"['class', 'nahi', 'aaya', 'overall']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative,lecture bilkul samajh nahi aaya thoda aur practice chahiye,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'thoda', 'aur', 'practice', 'chahiye']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI examples_EN ache_EN,negative,lecture bilkul samajh nahi aaya examples ache,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'examples', 'ache']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
topic_EN bahut_HI poorly_EN explain_EN hua_EN overall_EN,negative,topic bahut poorly explain hua overall,"['topic', 'bahut', 'poorly', 'explain', 'hua', 'overall']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI overall_EN,negative,teacher ne topic properly explain nahi kiya overall,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'overall']",1
notes_EN aur_HI explanation_EN dono_HI helpful_EN according_EN me_HI,positive,notes aur explanation dono helpful according me,"['notes', 'aur', 'explanation', 'dono', 'helpful', 'according']",1
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
class_EN environment_EN accha_POS tha_EN,positive,class environment accha tha,"['class', 'environment', 'accha', 'tha']",4
kal_EN class_EN achaah_HI thi_EN,positive,kal class achaah thi,"['kal', 'class', 'achaah', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,lecture bilkul samajh nahi aaya aur thoda detail me hona chahiye tha,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
notes_EN aur_HI explanation_EN dono_HI helpful_EN examples_EN ache_EN,positive,notes aur explanation dono helpful examples ache,"['notes', 'aur', 'explanation', 'dono', 'helpful', 'examples', 'ache']",1
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN examples_EN ache_EN,positive,sir teaching style bahut accha hai examples ache,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'examples', 'ache']",0
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,lecture interesting tha aur samajh bhi aaya thoda slow hona chahiye tha,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,class pace bahut fast tha,"['class', 'pace', 'bahut', 'fast', 'tha']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
teacher_EN explanation_EN weak_EN tha_EN,negative,teacher explanation weak tha,"['teacher', 'explanation', 'weak', 'tha']",0
aaj_HI lecture_EN bahut_HI informative_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,aaj lecture bahut informative tha aur thoda detail me hona chahiye tha,"['aaj', 'lecture', 'bahut', 'informative', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
kal_EN class_EN acha_POS thi_EN,positive,kal class acha thi,"['kal', 'class', 'acha', 'thi']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
kal_EN class_EN bhot_HI achi_HI thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,kal class bhot achi thi aur thoda detail me hona chahiye tha,"['kal', 'class', 'bhot', 'achi', 'thi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
lecture_EN normal_EN tha_EN special_EN nahi_HI according_EN me_HI,neutral,lecture normal tha special nahi according me,"['lecture', 'normal', 'tha', 'special', 'nahi', 'according']",0
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
aaj_HI lecture_EN bahut_HI informative_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,aaj lecture bahut informative tha aur thoda detail me hona chahiye tha,"['aaj', 'lecture', 'bahut', 'informative', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
class_EN environment_EN acha_POS tha_EN,positive,class environment acha tha,"['class', 'environment', 'acha', 'tha']",4
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI according_EN me_HI,neutral,class achi thi par thodi boring bhi according me,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'according']",3
discussion_EN session_EN kaafi_HI useful_EN tha_EN,positive,discussion session kaafi useful tha,"['discussion', 'session', 'kaafi', 'useful', 'tha']",3
kal_EN class_EN acha_POS thi_EN,positive,kal class acha thi,"['kal', 'class', 'acha', 'thi']",3
class_EN achha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,class achha thi par thodi borin bhi,"['class', 'achha', 'thi', 'par', 'thodi', 'borin', 'bhi']",4
session_EN okay_EN tha_EN slides_EN achi_HI thi_EN,neutral,session okay tha slides achi thi,"['session', 'okay', 'tha', 'slides', 'achi', 'thi']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN normal_EN tha_EN special_EN nahi_HI examples_EN ache_EN,neutral,lecture normal tha special nahi examples ache,"['lecture', 'normal', 'tha', 'special', 'nahi', 'examples', 'ache']",0
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
sir_EN teaching_EN style_EN good_EN hai_EN,positive,sir teaching style good hai,"['sir', 'teaching', 'style', 'good', 'hai']",0
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN thoda_HI aur_HI practice_EN chahiye_HI,positive,sir teaching style bahut accha hai thoda aur practice chahiye,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'thoda', 'aur', 'practice', 'chahiye']",0
class_EN environment_EN accha_POS tha_EN,positive,class environment accha tha,"['class', 'environment', 'accha', 'tha']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
class_EN environment_EN acha_POS tha_EN,positive,class environment acha tha,"['class', 'environment', 'acha', 'tha']",4
lecture_EN manageable_EN tha_EN,neutral,lecture manageable tha,"['lecture', 'manageable', 'tha']",2
topic_EN bahut_HI poorly_EN explain_EN hua_EN thoda_HI aur_HI practice_EN chahiye_HI,negative,topic bahut poorly explain hua thoda aur practice chahiye,"['topic', 'bahut', 'poorly', 'explain', 'hua', 'thoda', 'aur', 'practice', 'chahiye']",1
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahut clearly samjhaya,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN thoda_HI aur_HI practice_EN chahiye_HI,positive,class engaging thi aur boring nahi thi thoda aur practice chahiye,"['class', 'engaging', 'thi', 'aur', 'boring', 'nahi', 'thi', 'thoda', 'aur', 'practice', 'chahiye']",1
class_EN bhot_HI boring_EN thi_EN overall_EN,negative,class bhot boring thi overall,"['class', 'bhot', 'boring', 'thi', 'overall']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,concept samajh aaya par pace fast tha thoda slow hona chahiye tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",4
class_EN me_HI interest_EN nahi_HI aaya_HI examples_EN ache_EN,negative,class me interest nahi aaya examples ache,"['class', 'nahi', 'aaya', 'examples', 'ache']",2
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI slides_EN achi_HI thi_EN,positive,teacher ne concept bahut clearly samjhaya slides achi thi,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya', 'slides', 'achi', 'thi']",0
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,teacher ne topic properly explain nahi kiya thoda slow hona chahiye tha,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI overall_EN,neutral,lecture normal tha special nahi overall,"['lecture', 'normal', 'tha', 'special', 'nahi', 'overall']",0
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
sir_EN teaching_EN style_EN gud_HI hai_EN,positive,sir teaching style gud hai,"['sir', 'teaching', 'style', 'gud', 'hai']",0
topic_EN bahut_HI poorly_EN explain_EN hua_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,topic bahut poorly explain hua thoda slow hona chahiye tha,"['topic', 'bahut', 'poorly', 'explain', 'hua', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
teacher_EN explanation_EN weak_EN tha_EN slides_EN achi_HI thi_EN,negative,teacher explanation weak tha slides achi thi,"['teacher', 'explanation', 'weak', 'tha', 'slides', 'achi', 'thi']",3
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI slides_EN achi_HI thi_EN,neutral,class achi thi par thodi boring bhi slides achi thi,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'slides', 'achi', 'thi']",3
class_EN environment_EN bahut_HI achha_POS tha_EN slides_EN achi_HI thi_EN,positive,class environment bahut achha tha slides achi thi,"['class', 'environment', 'bahut', 'achha', 'tha', 'slides', 'achi', 'thi']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI honestly_EN,positive,lecture interesting tha aur samajh bhi aaya honestly,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya', 'honestly']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
sir_EN teaching_EN style_EN good_EN hai_EN,positive,sir teaching style good hai,"['sir', 'teaching', 'style', 'good', 'hai']",0
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN examples_EN ache_EN,neutral,topic theek tha aur clarity chahiye thi examples ache,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'examples', 'ache']",1
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,class accha thi par thodi boring bhi,"['class', 'accha', 'thi', 'par', 'thodi', 'boring', 'bhi']",4
session_EN okay_EN tha_EN slides_EN achi_HI thi_EN,neutral,session okay tha slides achi thi,"['session', 'okay', 'tha', 'slides', 'achi', 'thi']",3
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,teacher ne concept bhot clearly samjhaya,"['teacher', 'concept', 'bhot', 'clearly', 'samjhaya']",0
